' '         = 00
'奖' = 80 BD B1
'讲' = 80 BD B2
'匠' = 80 BD B3
'酱' = 80 BD B4
'降' = 80 BD B5
'蕉' = 80 BD B6
'椒' = 80 BD B7
'礁' = 80 BD B8
'焦' = 80 BD B9
'胶' = 80 BD BA
'交' = 80 BD BB
'郊' = 80 BD BC
'浇' = 80 BD BD
'骄' = 80 BD BE
'娇' = 80 BD BF
'嚼' = 80 BD C0
'搅' = 80 BD C1
'铰' = 80 BD C2
'矫' = 80 BD C3
'侥' = 80 BD C4
'脚' = 80 BD C5
'狡' = 80 BD C6
'角' = 80 BD C7
'饺' = 80 BD C8
'缴' = 80 BD C9
'绞' = 80 BD CA
'剿' = 80 BD CB
'教' = 80 BD CC
'酵' = 80 BD CD
'轿' = 80 BD CE
'较' = 80 BD CF
'叫' = 80 BD D0
'窖' = 80 BD D1
'揭' = 80 BD D2
'接' = 80 BD D3
'皆' = 80 BD D4
'秸' = 80 BD D5
'街' = 80 BD D6
'阶' = 80 BD D7
'截' = 80 BD D8
'劫' = 80 BD D9
'节' = 80 BD DA
'桔' = 80 BD DB
'杰' = 80 BD DC
'捷' = 80 BD DD
'睫' = 80 BD DE
'竭' = 80 BD DF
'洁' = 80 BD E0
'结' = 80 BD E1
'解' = 80 BD E2
'姐' = 80 BD E3
'戒' = 80 BD E4
'藉' = 80 BD E5
'芥' = 80 BD E6
'界' = 80 BD E7
'借' = 80 BD E8
'介' = 80 BD E9
'疥' = 80 BD EA
'诫' = 80 BD EB
'届' = 80 BD EC
'巾' = 80 BD ED
'筋' = 80 BD EE
'斤' = 80 BD EF
'金' = 80 BD F0
'今' = 80 BD F1
'津' = 80 BD F2
'襟' = 80 BD F3
'紧' = 80 BD F4
'锦' = 80 BD F5
'仅' = 80 BD F6
'谨' = 80 BD F7
'进' = 80 BD F8
'靳' = 80 BD F9
'晋' = 80 BD FA
'禁' = 80 BD FB
'近' = 80 BD FC
'烬' = 80 BD FD
'浸' = 80 BD FE
'尽' = 80 BE A1
'劲' = 80 BE A2
'荆' = 80 BE A3
'兢' = 80 BE A4
'茎' = 80 BE A5
'睛' = 80 BE A6
'晶' = 80 BE A7
'鲸' = 80 BE A8
'京' = 80 BE A9
'惊' = 80 BE AA
'精' = 80 BE AB
'粳' = 80 BE AC
'经' = 80 BE AD
'井' = 80 BE AE
'警' = 80 BE AF
'景' = 80 BE B0
'颈' = 80 BE B1
'静' = 80 BE B2
'境' = 80 BE B3
'敬' = 80 BE B4
'镜' = 80 BE B5
'径' = 80 BE B6
'痉' = 80 BE B7
'靖' = 80 BE B8
'竟' = 80 BE B9
'竞' = 80 BE BA
'净' = 80 BE BB
'炯' = 80 BE BC
'窘' = 80 BE BD
'揪' = 80 BE BE
'究' = 80 BE BF
'纠' = 80 BE C0
'玖' = 80 BE C1
'韭' = 80 BE C2
'久' = 80 BE C3
'灸' = 80 BE C4
'九' = 80 BE C5
'酒' = 80 BE C6
'厩' = 80 BE C7
'救' = 80 BE C8
'旧' = 80 BE C9
'臼' = 80 BE CA
'舅' = 80 BE CB
'咎' = 80 BE CC
'就' = 80 BE CD
'疚' = 80 BE CE
'鞠' = 80 BE CF
'拘' = 80 BE D0
'狙' = 80 BE D1
'疽' = 80 BE D2
'居' = 80 BE D3
'驹' = 80 BE D4
'菊' = 80 BE D5
'局' = 80 BE D6
'咀' = 80 BE D7
'矩' = 80 BE D8
'举' = 80 BE D9
'沮' = 80 BE DA
'聚' = 80 BE DB
'拒' = 80 BE DC
'据' = 80 BE DD
'巨' = 80 BE DE
'具' = 80 BE DF
'距' = 80 BE E0
'踞' = 80 BE E1
'锯' = 80 BE E2
'俱' = 80 BE E3
'句' = 80 BE E4
'惧' = 80 BE E5
'炬' = 80 BE E6
'剧' = 80 BE E7
'捐' = 80 BE E8
'鹃' = 80 BE E9
'娟' = 80 BE EA
'倦' = 80 BE EB
'眷' = 80 BE EC
'卷' = 80 BE ED
'绢' = 80 BE EE
'撅' = 80 BE EF
'攫' = 80 BE F0
'抉' = 80 BE F1
'掘' = 80 BE F2
'倔' = 80 BE F3
'爵' = 80 BE F4
'觉' = 80 BE F5
'决' = 80 BE F6
'诀' = 80 BE F7
'绝' = 80 BE F8
'均' = 80 BE F9
'菌' = 80 BE FA
'钧' = 80 BE FB
'军' = 80 BE FC
'君' = 80 BE FD
'峻' = 80 BE FE
'俊' = 80 BF A1
'竣' = 80 BF A2
'浚' = 80 BF A3
'郡' = 80 BF A4
'骏' = 80 BF A5
'喀' = 80 BF A6
'咖' = 80 BF A7
'卡' = 80 BF A8
'咯' = 80 BF A9
'开' = 80 BF AA
'揩' = 80 BF AB
'楷' = 80 BF AC
'凯' = 80 BF AD
'慨' = 80 BF AE
'刊' = 80 BF AF
'堪' = 80 BF B0
'勘' = 80 BF B1
'坎' = 80 BF B2
'砍' = 80 BF B3
'看' = 80 BF B4
'康' = 80 BF B5
'慷' = 80 BF B6
'糠' = 80 BF B7
'扛' = 80 BF B8
'抗' = 80 BF B9
'亢' = 80 BF BA
'炕' = 80 BF BB
'考' = 80 BF BC
'拷' = 80 BF BD
'烤' = 80 BF BE
'靠' = 80 BF BF
'坷' = 80 BF C0
'苛' = 80 BF C1
'柯' = 80 BF C2
'棵' = 80 BF C3
'磕' = 80 BF C4
'颗' = 80 BF C5
'科' = 80 BF C6
'壳' = 80 BF C7
'咳' = 80 BF C8
'可' = 80 BF C9
'渴' = 80 BF CA
'克' = 80 BF CB
'刻' = 80 BF CC
'客' = 80 BF CD
'课' = 80 BF CE
'肯' = 80 BF CF
'啃' = 80 BF D0
'垦' = 80 BF D1
'恳' = 80 BF D2
'坑' = 80 BF D3
'吭' = 80 BF D4
'空' = 80 BF D5
'恐' = 80 BF D6
'孔' = 80 BF D7
'控' = 80 BF D8
'抠' = 80 BF D9
'口' = 80 BF DA
'扣' = 80 BF DB
'寇' = 80 BF DC
'枯' = 80 BF DD
'哭' = 80 BF DE
'窟' = 80 BF DF
'苦' = 80 BF E0
'酷' = 80 BF E1
'库' = 80 BF E2
'裤' = 80 BF E3
'夸' = 80 BF E4
'垮' = 80 BF E5
'挎' = 80 BF E6
'跨' = 80 BF E7
'胯' = 80 BF E8
'块' = 80 BF E9
'筷' = 80 BF EA
'侩' = 80 BF EB
'快' = 80 BF EC
'宽' = 80 BF ED
'款' = 80 BF EE
'匡' = 80 BF EF
'筐' = 80 BF F0
'狂' = 80 BF F1
'框' = 80 BF F2
'矿' = 80 BF F3
'眶' = 80 BF F4
'旷' = 80 BF F5
'况' = 80 BF F6
'亏' = 80 BF F7
'盔' = 80 BF F8
'岿' = 80 BF F9
'窥' = 80 BF FA
'葵' = 80 BF FB
'奎' = 80 BF FC
'魁' = 80 BF FD
'傀' = 80 BF FE
'馈' = 80 C0 A1
'愧' = 80 C0 A2
'溃' = 80 C0 A3
'坤' = 80 C0 A4
'昆' = 80 C0 A5
'捆' = 80 C0 A6
'困' = 80 C0 A7
'括' = 80 C0 A8
'扩' = 80 C0 A9
'廓' = 80 C0 AA
'阔' = 80 C0 AB
'垃' = 80 C0 AC
'拉' = 80 C0 AD
'喇' = 80 C0 AE
'蜡' = 80 C0 AF
'腊' = 80 C0 B0
'辣' = 80 C0 B1
'啦' = 80 C0 B2
'莱' = 80 C0 B3
'来' = 80 C0 B4
'赖' = 80 C0 B5
'蓝' = 80 C0 B6
'婪' = 80 C0 B7
'栏' = 80 C0 B8
'拦' = 80 C0 B9
'篮' = 80 C0 BA
'阑' = 80 C0 BB
'兰' = 80 C0 BC
'澜' = 80 C0 BD
'谰' = 80 C0 BE
'揽' = 80 C0 BF
'览' = 80 C0 C0
'懒' = 80 C0 C1
'缆' = 80 C0 C2
'烂' = 80 C0 C3
'滥' = 80 C0 C4
'琅' = 80 C0 C5
'榔' = 80 C0 C6
'狼' = 80 C0 C7
'廊' = 80 C0 C8
'郎' = 80 C0 C9
'朗' = 80 C0 CA
'浪' = 80 C0 CB
'捞' = 80 C0 CC
'劳' = 80 C0 CD
'牢' = 80 C0 CE
'老' = 80 C0 CF
'佬' = 80 C0 D0
'姥' = 80 C0 D1
'酪' = 80 C0 D2
'烙' = 80 C0 D3
'涝' = 80 C0 D4
'勒' = 80 C0 D5
'乐' = 80 C0 D6
'雷' = 80 C0 D7
'镭' = 80 C0 D8
'蕾' = 80 C0 D9
'磊' = 80 C0 DA
'累' = 80 C0 DB
'儡' = 80 C0 DC
'垒' = 80 C0 DD
'擂' = 80 C0 DE
'肋' = 80 C0 DF
'类' = 80 C0 E0
'泪' = 80 C0 E1
'棱' = 80 C0 E2
'楞' = 80 C0 E3
'冷' = 80 C0 E4
'厘' = 80 C0 E5
'梨' = 80 C0 E6
'犁' = 80 C0 E7
'黎' = 80 C0 E8
'篱' = 80 C0 E9
'狸' = 80 C0 EA
'离' = 80 C0 EB
'漓' = 80 C0 EC
'理' = 80 C0 ED
'李' = 80 C0 EE
'里' = 80 C0 EF
'鲤' = 80 C0 F0
'礼' = 80 C0 F1
'莉' = 80 C0 F2
'荔' = 80 C0 F3
'吏' = 80 C0 F4
'栗' = 80 C0 F5
'丽' = 80 C0 F6
'厉' = 80 C0 F7
'励' = 80 C0 F8
'砾' = 80 C0 F9
'历' = 80 C0 FA
'利' = 80 C0 FB
'傈' = 80 C0 FC
'例' = 80 C0 FD
'俐' = 80 C0 FE
'痢' = 80 C1 A1
'立' = 80 C1 A2
'粒' = 80 C1 A3
'沥' = 80 C1 A4
'隶' = 80 C1 A5
'力' = 80 C1 A6
'璃' = 80 C1 A7
'哩' = 80 C1 A8
'俩' = 80 C1 A9
'联' = 80 C1 AA
'莲' = 80 C1 AB
'连' = 80 C1 AC
'镰' = 80 C1 AD
'廉' = 80 C1 AE
'怜' = 80 C1 AF
'涟' = 80 C1 B0
'帘' = 80 C1 B1
'敛' = 80 C1 B2
'脸' = 80 C1 B3
'链' = 80 C1 B4
'恋' = 80 C1 B5
'炼' = 80 C1 B6
'练' = 80 C1 B7
'粮' = 80 C1 B8
'凉' = 80 C1 B9
'梁' = 80 C1 BA
'粱' = 80 C1 BB
'良' = 80 C1 BC
'两' = 80 C1 BD
'辆' = 80 C1 BE
'量' = 80 C1 BF
'晾' = 80 C1 C0
'亮' = 80 C1 C1
'谅' = 80 C1 C2
'撩' = 80 C1 C3
'聊' = 80 C1 C4
'僚' = 80 C1 C5
'疗' = 80 C1 C6
'燎' = 80 C1 C7
'寥' = 80 C1 C8
'辽' = 80 C1 C9
'潦' = 80 C1 CA
'了' = 80 C1 CB
'撂' = 80 C1 CC
'镣' = 80 C1 CD
'廖' = 80 C1 CE
'料' = 80 C1 CF
'列' = 80 C1 D0
'裂' = 80 C1 D1
'烈' = 80 C1 D2
'劣' = 80 C1 D3
'猎' = 80 C1 D4
'琳' = 80 C1 D5
'林' = 80 C1 D6
'磷' = 80 C1 D7
'霖' = 80 C1 D8
'临' = 80 C1 D9
'邻' = 80 C1 DA
'鳞' = 80 C1 DB
'淋' = 80 C1 DC
'凛' = 80 C1 DD
'赁' = 80 C1 DE
'吝' = 80 C1 DF
'拎' = 80 C1 E0
'玲' = 80 C1 E1
'菱' = 80 C1 E2
'零' = 80 C1 E3
'龄' = 80 C1 E4
'铃' = 80 C1 E5
'伶' = 80 C1 E6
'羚' = 80 C1 E7
'凌' = 80 C1 E8
'灵' = 80 C1 E9
'陵' = 80 C1 EA
'岭' = 80 C1 EB
'领' = 80 C1 EC
'另' = 80 C1 ED
'令' = 80 C1 EE
'溜' = 80 C1 EF
'琉' = 80 C1 F0
'榴' = 80 C1 F1
'硫' = 80 C1 F2
'馏' = 80 C1 F3
'留' = 80 C1 F4
'刘' = 80 C1 F5
'瘤' = 80 C1 F6
'流' = 80 C1 F7
'柳' = 80 C1 F8
'六' = 80 C1 F9
'龙' = 80 C1 FA
'聋' = 80 C1 FB
'咙' = 80 C1 FC
'笼' = 80 C1 FD
'窿' = 80 C1 FE
'隆' = 80 C2 A1
'垄' = 80 C2 A2
'拢' = 80 C2 A3
'陇' = 80 C2 A4
'楼' = 80 C2 A5
'娄' = 80 C2 A6
'搂' = 80 C2 A7
'篓' = 80 C2 A8
'漏' = 80 C2 A9
'陋' = 80 C2 AA
'芦' = 80 C2 AB
'卢' = 80 C2 AC
'颅' = 80 C2 AD
'庐' = 80 C2 AE
'炉' = 80 C2 AF
'掳' = 80 C2 B0
'卤' = 80 C2 B1
'虏' = 80 C2 B2
'鲁' = 80 C2 B3
'麓' = 80 C2 B4
'碌' = 80 C2 B5
'露' = 80 C2 B6
'路' = 80 C2 B7
'赂' = 80 C2 B8
'鹿' = 80 C2 B9
'潞' = 80 C2 BA
'禄' = 80 C2 BB
'录' = 80 C2 BC
'陆' = 80 C2 BD
'戮' = 80 C2 BE
'驴' = 80 C2 BF
'吕' = 80 C2 C0
'铝' = 80 C2 C1
'侣' = 80 C2 C2
'旅' = 80 C2 C3
'履' = 80 C2 C4
'屡' = 80 C2 C5
'缕' = 80 C2 C6
'虑' = 80 C2 C7
'氯' = 80 C2 C8
'律' = 80 C2 C9
'率' = 80 C2 CA
'滤' = 80 C2 CB
'绿' = 80 C2 CC
'峦' = 80 C2 CD
'挛' = 80 C2 CE
'孪' = 80 C2 CF
'滦' = 80 C2 D0
'卵' = 80 C2 D1
'乱' = 80 C2 D2
'掠' = 80 C2 D3
'略' = 80 C2 D4
'抡' = 80 C2 D5
'轮' = 80 C2 D6
'伦' = 80 C2 D7
'仑' = 80 C2 D8
'沦' = 80 C2 D9
'纶' = 80 C2 DA
'论' = 80 C2 DB
'萝' = 80 C2 DC
'螺' = 80 C2 DD
'罗' = 80 C2 DE
'逻' = 80 C2 DF
'锣' = 80 C2 E0
'箩' = 80 C2 E1
'骡' = 80 C2 E2
'裸' = 80 C2 E3
'落' = 80 C2 E4
'洛' = 80 C2 E5
'骆' = 80 C2 E6
'络' = 80 C2 E7
'妈' = 80 C2 E8
'麻' = 80 C2 E9
'玛' = 80 C2 EA
'码' = 80 C2 EB
'蚂' = 80 C2 EC
'马' = 80 C2 ED
'骂' = 80 C2 EE
'嘛' = 80 C2 EF
'吗' = 80 C2 F0
'埋' = 80 C2 F1
'买' = 80 C2 F2
'麦' = 80 C2 F3
'卖' = 80 C2 F4
'迈' = 80 C2 F5
'脉' = 80 C2 F6
'瞒' = 80 C2 F7
'馒' = 80 C2 F8
'蛮' = 80 C2 F9
'满' = 80 C2 FA
'蔓' = 80 C2 FB
'曼' = 80 C2 FC
'慢' = 80 C2 FD
'漫' = 80 C2 FE
'谩' = 80 C3 A1
'芒' = 80 C3 A2
'茫' = 80 C3 A3
'盲' = 80 C3 A4
'氓' = 80 C3 A5
'忙' = 80 C3 A6
'莽' = 80 C3 A7
'猫' = 80 C3 A8
'茅' = 80 C3 A9
'锚' = 80 C3 AA
'毛' = 80 C3 AB
'矛' = 80 C3 AC
'铆' = 80 C3 AD
'卯' = 80 C3 AE
'茂' = 80 C3 AF
'冒' = 80 C3 B0
'帽' = 80 C3 B1
'貌' = 80 C3 B2
'贸' = 80 C3 B3
'么' = 80 C3 B4
'玫' = 80 C3 B5
'枚' = 80 C3 B6
'梅' = 80 C3 B7
'酶' = 80 C3 B8
'霉' = 80 C3 B9
'煤' = 80 C3 BA
'没' = 80 C3 BB
'眉' = 80 C3 BC
'媒' = 80 C3 BD
'镁' = 80 C3 BE
'每' = 80 C3 BF
'美' = 80 C3 C0
'昧' = 80 C3 C1
'寐' = 80 C3 C2
'妹' = 80 C3 C3
'媚' = 80 C3 C4
'门' = 80 C3 C5
'闷' = 80 C3 C6
'们' = 80 C3 C7
'萌' = 80 C3 C8
'蒙' = 80 C3 C9
'檬' = 80 C3 CA
'盟' = 80 C3 CB
'锰' = 80 C3 CC
'猛' = 80 C3 CD
'梦' = 80 C3 CE
'孟' = 80 C3 CF
'眯' = 80 C3 D0
'醚' = 80 C3 D1
'靡' = 80 C3 D2
'糜' = 80 C3 D3
'迷' = 80 C3 D4
'谜' = 80 C3 D5
'弥' = 80 C3 D6
'米' = 80 C3 D7
'秘' = 80 C3 D8
'觅' = 80 C3 D9
'泌' = 80 C3 DA
'蜜' = 80 C3 DB
'密' = 80 C3 DC
'幂' = 80 C3 DD
'棉' = 80 C3 DE
'眠' = 80 C3 DF
'绵' = 80 C3 E0
'冕' = 80 C3 E1
'免' = 80 C3 E2
'勉' = 80 C3 E3
'娩' = 80 C3 E4
'缅' = 80 C3 E5
'面' = 80 C3 E6
'苗' = 80 C3 E7
'描' = 80 C3 E8
'瞄' = 80 C3 E9
'藐' = 80 C3 EA
'秒' = 80 C3 EB
'渺' = 80 C3 EC
'庙' = 80 C3 ED
'妙' = 80 C3 EE
'蔑' = 80 C3 EF
'灭' = 80 C3 F0
'民' = 80 C3 F1
'抿' = 80 C3 F2
'皿' = 80 C3 F3
'敏' = 80 C3 F4
'悯' = 80 C3 F5
'闽' = 80 C3 F6
'明' = 80 C3 F7
'螟' = 80 C3 F8
'鸣' = 80 C3 F9
'铭' = 80 C3 FA
'名' = 80 C3 FB
'命' = 80 C3 FC
'谬' = 80 C3 FD
'摸' = 80 C3 FE
'摹' = 80 C4 A1
'蘑' = 80 C4 A2
'模' = 80 C4 A3
'膜' = 80 C4 A4
'磨' = 80 C4 A5
'摩' = 80 C4 A6
'魔' = 80 C4 A7
'抹' = 80 C4 A8
'末' = 80 C4 A9
'莫' = 80 C4 AA
'墨' = 80 C4 AB
'默' = 80 C4 AC
'沫' = 80 C4 AD
'漠' = 80 C4 AE
'寞' = 80 C4 AF
'陌' = 80 C4 B0
'谋' = 80 C4 B1
'牟' = 80 C4 B2
'某' = 80 C4 B3
'拇' = 80 C4 B4
'牡' = 80 C4 B5
'亩' = 80 C4 B6
'姆' = 80 C4 B7
'母' = 80 C4 B8
'墓' = 80 C4 B9
'暮' = 80 C4 BA
'幕' = 80 C4 BB
'募' = 80 C4 BC
'慕' = 80 C4 BD
'木' = 80 C4 BE
'目' = 80 C4 BF
'睦' = 80 C4 C0
'牧' = 80 C4 C1
'穆' = 80 C4 C2
'拿' = 80 C4 C3
'哪' = 80 C4 C4
'呐' = 80 C4 C5
'钠' = 80 C4 C6
'那' = 80 C4 C7
'娜' = 80 C4 C8
'纳' = 80 C4 C9
'氖' = 80 C4 CA
'乃' = 80 C4 CB
'奶' = 80 C4 CC
'耐' = 80 C4 CD
'奈' = 80 C4 CE
'南' = 80 C4 CF
'男' = 80 C4 D0
'难' = 80 C4 D1
'囊' = 80 C4 D2
'挠' = 80 C4 D3
'脑' = 80 C4 D4
'恼' = 80 C4 D5
'闹' = 80 C4 D6
'淖' = 80 C4 D7
'呢' = 80 C4 D8
'馁' = 80 C4 D9
'内' = 80 C4 DA
'嫩' = 80 C4 DB
'能' = 80 C4 DC
'妮' = 80 C4 DD
'霓' = 80 C4 DE
'倪' = 80 C4 DF
'泥' = 80 C4 E0
'尼' = 80 C4 E1
'拟' = 80 C4 E2
'你' = 80 C4 E3
'匿' = 80 C4 E4
'腻' = 80 C4 E5
'逆' = 80 C4 E6
'溺' = 80 C4 E7
'蔫' = 80 C4 E8
'拈' = 80 C4 E9
'年' = 80 C4 EA
'碾' = 80 C4 EB
'撵' = 80 C4 EC
'捻' = 80 C4 ED
'念' = 80 C4 EE
'娘' = 80 C4 EF
'酿' = 80 C4 F0
'鸟' = 80 C4 F1
'尿' = 80 C4 F2
'捏' = 80 C4 F3
'聂' = 80 C4 F4
'孽' = 80 C4 F5
'啮' = 80 C4 F6
'镊' = 80 C4 F7
'镍' = 80 C4 F8
'涅' = 80 C4 F9
'您' = 80 C4 FA
'柠' = 80 C4 FB
'狞' = 80 C4 FC
'凝' = 80 C4 FD
'宁' = 80 C4 FE
'拧' = 80 C5 A1
'泞' = 80 C5 A2
'牛' = 80 C5 A3
'扭' = 80 C5 A4
'钮' = 80 C5 A5
'纽' = 80 C5 A6
'脓' = 80 C5 A7
'浓' = 80 C5 A8
'农' = 80 C5 A9
'弄' = 80 C5 AA
'奴' = 80 C5 AB
'努' = 80 C5 AC
'怒' = 80 C5 AD
'女' = 80 C5 AE
'暖' = 80 C5 AF
'虐' = 80 C5 B0
'疟' = 80 C5 B1
'挪' = 80 C5 B2
'懦' = 80 C5 B3
'糯' = 80 C5 B4
'诺' = 80 C5 B5
'哦' = 80 C5 B6
'欧' = 80 C5 B7
'鸥' = 80 C5 B8
'殴' = 80 C5 B9
'藕' = 80 C5 BA
'呕' = 80 C5 BB
'偶' = 80 C5 BC
'沤' = 80 C5 BD
'啪' = 80 C5 BE
'趴' = 80 C5 BF
'爬' = 80 C5 C0
'帕' = 80 C5 C1
'怕' = 80 C5 C2
'琶' = 80 C5 C3
'拍' = 80 C5 C4
'排' = 80 C5 C5
'牌' = 80 C5 C6
'徘' = 80 C5 C7
'湃' = 80 C5 C8
'派' = 80 C5 C9
'攀' = 80 C5 CA
'潘' = 80 C5 CB
'盘' = 80 C5 CC
'磐' = 80 C5 CD
'盼' = 80 C5 CE
'畔' = 80 C5 CF
'判' = 80 C5 D0
'叛' = 80 C5 D1
'乓' = 80 C5 D2
'庞' = 80 C5 D3
'旁' = 80 C5 D4
'耪' = 80 C5 D5
'胖' = 80 C5 D6
'抛' = 80 C5 D7
'咆' = 80 C5 D8
'刨' = 80 C5 D9
'炮' = 80 C5 DA
'袍' = 80 C5 DB
'跑' = 80 C5 DC
'泡' = 80 C5 DD
'呸' = 80 C5 DE
'胚' = 80 C5 DF
'培' = 80 C5 E0
'裴' = 80 C5 E1
'赔' = 80 C5 E2
'陪' = 80 C5 E3
'配' = 80 C5 E4
'佩' = 80 C5 E5
'沛' = 80 C5 E6
'喷' = 80 C5 E7
'盆' = 80 C5 E8
'砰' = 80 C5 E9
'抨' = 80 C5 EA
'烹' = 80 C5 EB
'澎' = 80 C5 EC
'彭' = 80 C5 ED
'蓬' = 80 C5 EE
'棚' = 80 C5 EF
'硼' = 80 C5 F0
'篷' = 80 C5 F1
'膨' = 80 C5 F2
'朋' = 80 C5 F3
'鹏' = 80 C5 F4
'捧' = 80 C5 F5
'碰' = 80 C5 F6
'坯' = 80 C5 F7
'砒' = 80 C5 F8
'霹' = 80 C5 F9
'批' = 80 C5 FA
'披' = 80 C5 FB
'劈' = 80 C5 FC
'琵' = 80 C5 FD
'毗' = 80 C5 FE
'啤' = 80 C6 A1
'脾' = 80 C6 A2
'疲' = 80 C6 A3
'皮' = 80 C6 A4
'匹' = 80 C6 A5
'痞' = 80 C6 A6
'僻' = 80 C6 A7
'屁' = 80 C6 A8
'譬' = 80 C6 A9
'篇' = 80 C6 AA
'偏' = 80 C6 AB
'片' = 80 C6 AC
'骗' = 80 C6 AD
'飘' = 80 C6 AE
'漂' = 80 C6 AF
'瓢' = 80 C6 B0
'票' = 80 C6 B1
'撇' = 80 C6 B2
'瞥' = 80 C6 B3
'拼' = 80 C6 B4
'频' = 80 C6 B5
'贫' = 80 C6 B6
'品' = 80 C6 B7
'聘' = 80 C6 B8
'乒' = 80 C6 B9
'坪' = 80 C6 BA
'苹' = 80 C6 BB
'萍' = 80 C6 BC
'平' = 80 C6 BD
'凭' = 80 C6 BE
'瓶' = 80 C6 BF
'评' = 80 C6 C0
'屏' = 80 C6 C1
'坡' = 80 C6 C2
'泼' = 80 C6 C3
'颇' = 80 C6 C4
'婆' = 80 C6 C5
'破' = 80 C6 C6
'魄' = 80 C6 C7
'迫' = 80 C6 C8
'粕' = 80 C6 C9
'剖' = 80 C6 CA
'扑' = 80 C6 CB
'铺' = 80 C6 CC
'仆' = 80 C6 CD
'莆' = 80 C6 CE
'葡' = 80 C6 CF
'菩' = 80 C6 D0
'蒲' = 80 C6 D1
'埔' = 80 C6 D2
'朴' = 80 C6 D3
'圃' = 80 C6 D4
'普' = 80 C6 D5
'浦' = 80 C6 D6
'谱' = 80 C6 D7
'曝' = 80 C6 D8
'瀑' = 80 C6 D9
'期' = 80 C6 DA
'欺' = 80 C6 DB
'栖' = 80 C6 DC
'戚' = 80 C6 DD
'妻' = 80 C6 DE
'七' = 80 C6 DF
'凄' = 80 C6 E0
'漆' = 80 C6 E1
'柒' = 80 C6 E2
'沏' = 80 C6 E3
'其' = 80 C6 E4
'棋' = 80 C6 E5
'奇' = 80 C6 E6
'歧' = 80 C6 E7
'畦' = 80 C6 E8
'崎' = 80 C6 E9
'脐' = 80 C6 EA
'齐' = 80 C6 EB
'旗' = 80 C6 EC
'祈' = 80 C6 ED
'祁' = 80 C6 EE
'骑' = 80 C6 EF
'起' = 80 C6 F0
'岂' = 80 C6 F1
'乞' = 80 C6 F2
'企' = 80 C6 F3
'启' = 80 C6 F4
'契' = 80 C6 F5
'砌' = 80 C6 F6
'器' = 80 C6 F7
'气' = 80 C6 F8
'迄' = 80 C6 F9
'弃' = 80 C6 FA
'汽' = 80 C6 FB
'泣' = 80 C6 FC
'讫' = 80 C6 FD
'掐' = 80 C6 FE
'恰' = 80 C7 A1
'洽' = 80 C7 A2
'牵' = 80 C7 A3
'扦' = 80 C7 A4
'钎' = 80 C7 A5
'铅' = 80 C7 A6
'千' = 80 C7 A7
'迁' = 80 C7 A8
'签' = 80 C7 A9
'仟' = 80 C7 AA
'谦' = 80 C7 AB
'乾' = 80 C7 AC
'黔' = 80 C7 AD
'钱' = 80 C7 AE
'钳' = 80 C7 AF
'前' = 80 C7 B0
'潜' = 80 C7 B1
'遣' = 80 C7 B2
'浅' = 80 C7 B3
'谴' = 80 C7 B4
'堑' = 80 C7 B5
'嵌' = 80 C7 B6
'欠' = 80 C7 B7
'歉' = 80 C7 B8
'枪' = 80 C7 B9
'呛' = 80 C7 BA
'腔' = 80 C7 BB
'羌' = 80 C7 BC
'墙' = 80 C7 BD
'蔷' = 80 C7 BE
'强' = 80 C7 BF
'抢' = 80 C7 C0
'橇' = 80 C7 C1
'锹' = 80 C7 C2
'敲' = 80 C7 C3
'悄' = 80 C7 C4
'桥' = 80 C7 C5
'瞧' = 80 C7 C6
'乔' = 80 C7 C7
'侨' = 80 C7 C8
'巧' = 80 C7 C9
'鞘' = 80 C7 CA
'撬' = 80 C7 CB
'翘' = 80 C7 CC
'峭' = 80 C7 CD
'俏' = 80 C7 CE
'窍' = 80 C7 CF
'切' = 80 C7 D0
'茄' = 80 C7 D1
'且' = 80 C7 D2
'怯' = 80 C7 D3
'窃' = 80 C7 D4
'钦' = 80 C7 D5
'侵' = 80 C7 D6
'亲' = 80 C7 D7
'秦' = 80 C7 D8
'琴' = 80 C7 D9
'勤' = 80 C7 DA
'芹' = 80 C7 DB
'擒' = 80 C7 DC
'禽' = 80 C7 DD
'寝' = 80 C7 DE
'沁' = 80 C7 DF
'青' = 80 C7 E0
'轻' = 80 C7 E1
'氢' = 80 C7 E2
'倾' = 80 C7 E3
'卿' = 80 C7 E4
'清' = 80 C7 E5
'擎' = 80 C7 E6
'晴' = 80 C7 E7
'氰' = 80 C7 E8
'情' = 80 C7 E9
'顷' = 80 C7 EA
'请' = 80 C7 EB
'庆' = 80 C7 EC
'琼' = 80 C7 ED
'穷' = 80 C7 EE
'秋' = 80 C7 EF
'丘' = 80 C7 F0
'邱' = 80 C7 F1
'球' = 80 C7 F2
'求' = 80 C7 F3
'囚' = 80 C7 F4
'酋' = 80 C7 F5
'泅' = 80 C7 F6
'趋' = 80 C7 F7
'区' = 80 C7 F8
'蛆' = 80 C7 F9
'曲' = 80 C7 FA
'躯' = 80 C7 FB
'屈' = 80 C7 FC
'驱' = 80 C7 FD
'渠' = 80 C7 FE
'取' = 80 C8 A1
'娶' = 80 C8 A2
'龋' = 80 C8 A3
'趣' = 80 C8 A4
'去' = 80 C8 A5
'圈' = 80 C8 A6
'颧' = 80 C8 A7
'权' = 80 C8 A8
'醛' = 80 C8 A9
'泉' = 80 C8 AA
'全' = 80 C8 AB
